Customer_ID,Purchase_Amount,Delivery_Time,Rating,Product_Category
CUST1170,4112.76,9,5,Clothing
CUST1171,1970.18,7,3,Beauty
CUST1172,2031.42,5,2,Electronics
CUST1173,6043.4,4,5,Electronics
CUST1174,6237.38,5,1,Home & Kitchen
CUST1175,4191.4,4,4,Beauty
CUST1176,1618.34,1,2,Clothing
CUST1177,2086.07,3,4,Electronics
CUST1178,3279.66,7,5,Clothing
CUST1179,3645.54,6,3,Books
CUST1180,4954.87,10,4,Electronics
CUST1181,2838.05,4,1,Home & Kitchen
CUST1182,5951.02,5,2,Books
CUST1183,5905.9,6,1,Beauty
CUST1184,7967.91,6,4,Clothing
CUST1185,3387.86,8,3,Electronics
CUST1186,4242.34,4,3,Books
CUST1187,3008.47,3,1,Books
CUST1188,1635.59,3,5,Electronics
CUST1189,12180.19,9,5,Beauty
CUST1190,7306.83,7,3,Beauty
CUST1191,5823.69,2,1,Home & Kitchen
CUST1192,3301.81,2,1,Beauty
CUST1193,1511.9,4,1,Home & Kitchen
CUST1194,6538.19,6,4,Books
CUST1195,2967.87,9,5,Electronics
CUST1196,4517.23,11,5,Beauty
CUST1197,2079.38,4,4,Home & Kitchen
CUST1198,4006.68,7,2,Books
CUST1199,2188.26,7,4,Beauty
CUST1200,2259.04,3,1,Clothing
CUST1201,3969.1,7,4,Books
CUST1202,818.13,5,1,Beauty
CUST1203,859.94,2,3,Books
CUST1204,1801.15,9,1,Electronics
CUST1205,2812.03,6,5,Electronics
CUST1206,6074.39,3,4,Electronics
CUST1207,2937.19,6,1,Clothing
CUST1208,3285.76,3,2,Electronics
CUST1209,2642.19,2,3,Clothing
CUST1210,4237.95,8,2,Electronics
CUST1211,1621.16,4,2,Books
CUST1212,3060.33,5,2,Beauty
CUST1213,4481.85,4,3,Beauty
CUST1214,3946.06,3,3,Electronics
CUST1215,3365.95,4,3,Beauty
CUST1216,3397.02,3,3,Electronics
CUST1217,4791.58,11,2,Electronics
CUST1218,12556.4,6,5,Home & Kitchen
CUST1219,1718.67,5,5,Home & Kitchen
CUST1220,12786.7,5,3,Home & Kitchen
CUST1221,1651.58,5,4,Clothing
CUST1222,307.03,3,1,Home & Kitchen
CUST1223,2151.78,6,4,Electronics
CUST1224,4295.9,4,4,Books
CUST1225,10903.19,5,4,Home & Kitchen
CUST1226,1510.13,3,5,Home & Kitchen
CUST1227,4771.62,7,1,Books
CUST1228,954.48,3,4,Electronics
CUST1229,10650.78,6,3,Clothing
CUST1230,7400.16,7,5,Home & Kitchen
CUST1231,2262.75,1,3,Books
CUST1232,8193.39,6,3,Electronics
CUST1233,3046.25,4,4,Beauty
CUST1234,7659.64,2,3,Clothing
CUST1235,3346.89,2,1,Books
CUST1236,3456.11,5,3,Books
CUST1237,2301.08,5,4,Books
CUST1238,5214.02,3,3,Home & Kitchen
CUST1239,3653.68,5,5,Beauty
CUST1240,4845.85,11,5,Clothing
CUST1241,734.11,2,5,Electronics
CUST1242,7840.26,6,2,Electronics
CUST1243,9156.58,5,5,Beauty
CUST1244,3641.01,3,5,Books
CUST1245,11987.41,4,2,Books
CUST1246,10230.08,10,5,Books
CUST1247,5292.78,1,4,Books
CUST1248,8262.99,8,5,Books
CUST1249,6881.05,3,5,Beauty
CUST1250,542.26,5,2,Home & Kitchen
CUST1251,2684.99,4,4,Clothing
CUST1252,5550.46,11,3,Books
CUST1253,9554.51,3,1,Home & Kitchen
CUST1254,888.89,4,4,Electronics
CUST1255,585.98,3,3,Beauty
CUST1256,3191.96,3,4,Home & Kitchen
CUST1257,337.73,8,3,Books
CUST1258,3108.48,1,3,Books
CUST1259,4372.31,5,4,Books
CUST1260,1447.85,7,2,Home & Kitchen
CUST1261,3174.1,3,4,Books
CUST1262,6457.7,7,4,Home & Kitchen
CUST1263,2143.11,5,3,Books
CUST1264,1676.64,7,1,Electronics
CUST1265,3064.55,5,3,Electronics
CUST1266,1311.17,7,5,Clothing
CUST1267,11414.82,5,4,Books
CUST1268,3425.21,4,4,Books
CUST1269,1833.4,5,2,Home & Kitchen
CUST1270,3916.91,11,3,Home & Kitchen
CUST1271,3051.63,7,2,Books
CUST1272,2794.72,6,4,Clothing
CUST1273,2142.64,3,3,Books
CUST1274,2056.67,0,3,Home & Kitchen
CUST1275,752.07,10,5,Books
CUST1276,8254.68,5,5,Home & Kitchen
CUST1277,5054.61,5,1,Books
CUST1278,4203.29,3,5,Beauty
CUST1279,3013.84,4,3,Home & Kitchen
CUST1280,1424.78,2,5,Clothing
CUST1281,1737.0,2,1,Beauty
CUST1282,844.56,7,4,Books
CUST1283,1927.08,3,5,Home & Kitchen
CUST1284,1248.03,1,3,Beauty
CUST1285,9862.69,3,4,Clothing
CUST1286,6167.23,7,3,Home & Kitchen
CUST1287,3537.11,5,4,Beauty
CUST1288,1567.39,5,3,Beauty
CUST1289,1308.4,4,5,Beauty
CUST1290,2865.64,5,5,Electronics
CUST1291,6342.17,5,1,Books
CUST1292,869.28,3,4,Home & Kitchen
CUST1293,5008.44,3,1,Home & Kitchen
CUST1294,1919.8,6,2,Home & Kitchen
CUST1295,2227.14,6,5,Beauty
CUST1296,3460.19,4,4,Books
CUST1297,1615.23,9,1,Clothing
CUST1298,2753.65,6,1,Home & Kitchen
CUST1299,1496.24,5,2,Books
CUST1300,2054.88,5,1,Books
CUST1301,5688.89,4,3,Electronics
CUST1302,3596.44,10,5,Home & Kitchen
CUST1303,5674.14,6,1,Beauty
CUST1304,1898.47,2,1,Books
CUST1305,5034.33,4,2,Books
CUST1306,649.6,3,3,Clothing
CUST1307,3459.04,2,1,Electronics
CUST1308,5268.98,5,5,Books
CUST1309,620.56,6,5,Books
CUST1310,1917.67,5,1,Beauty
CUST1311,3457.22,10,3,Beauty
CUST1312,6665.12,5,5,Clothing
CUST1313,2054.66,5,5,Clothing
CUST1314,4896.94,4,3,Clothing
CUST1315,8612.75,4,3,Beauty
CUST1316,5056.36,3,1,Beauty
CUST1317,2836.08,6,4,Electronics
CUST1318,4386.39,4,2,Home & Kitchen
CUST1319,2004.41,2,4,Home & Kitchen
CUST1320,3561.94,9,4,Electronics
CUST1321,2947.32,5,5,Home & Kitchen
CUST1322,4283.21,9,3,Beauty
CUST1323,2378.96,5,5,Home & Kitchen
CUST1324,4459.05,5,2,Beauty
CUST1325,2360.23,1,1,Electronics
CUST1326,6126.4,5,2,Clothing
CUST1327,2560.42,8,5,Electronics
CUST1328,354.45,6,5,Home & Kitchen
CUST1329,1349.18,2,5,Beauty
CUST1330,3381.12,5,5,Home & Kitchen
CUST1331,9805.84,5,4,Home & Kitchen
CUST1332,5966.2,4,1,Clothing
CUST1333,263.34,6,4,Home & Kitchen
CUST1334,787.64,5,5,Clothing
CUST1335,7244.46,6,3,Beauty
CUST1336,5248.65,5,4,Beauty
CUST1337,13305.37,4,5,Clothing
CUST1338,2282.38,7,5,Electronics
CUST1339,1585.32,5,1,Beauty
CUST1340,3521.55,7,2,Electronics
CUST1341,2245.88,6,4,Beauty
CUST1342,6793.99,4,4,Beauty
CUST1343,2182.28,8,4,Books
CUST1344,2683.95,4,5,Home & Kitchen
CUST1345,1391.03,3,1,Home & Kitchen
CUST1346,5694.78,5,5,Electronics
CUST1347,1474.24,10,5,Home & Kitchen
CUST1348,4518.82,6,3,Electronics
CUST1349,10906.75,4,1,Beauty
CUST1350,527.03,3,4,Books
CUST1351,8880.32,3,2,Books
CUST1352,4109.72,5,4,Beauty
CUST1353,1190.01,2,5,Clothing
CUST1354,3623.84,6,1,Clothing
CUST1355,5580.35,2,1,Home & Kitchen
CUST1356,1680.56,5,1,Electronics
CUST1357,4704.86,2,3,Books
CUST1358,9371.11,6,4,Home & Kitchen
CUST1359,2179.94,3,3,Beauty
CUST1360,1375.46,5,2,Books
CUST1361,3018.99,2,5,Electronics
CUST1362,3479.29,6,3,Electronics
CUST1363,7031.86,6,3,Clothing
CUST1364,2941.78,7,5,Home & Kitchen
CUST1365,2348.15,6,1,Beauty
CUST1366,1343.51,6,5,Books
CUST1367,626.18,4,4,Electronics
CUST1368,988.84,4,5,Books
CUST1369,982.97,7,1,Beauty
CUST1370,2706.99,5,5,Books
CUST1371,763.66,5,3,Home & Kitchen
CUST1372,3195.1,8,2,Clothing
CUST1373,10749.09,4,3,Books
CUST1374,7170.25,2,2,Clothing
CUST1375,2686.15,3,5,Beauty
CUST1376,15370.29,4,4,Clothing
CUST1377,3488.58,6,5,Books
CUST1378,3871.39,9,1,Books
CUST1379,2974.32,3,5,Electronics
CUST1380,3249.48,5,2,Books
CUST1381,2117.88,3,3,Clothing
CUST1382,2717.38,2,4,Electronics
CUST1383,8919.82,4,5,Books
CUST1384,7696.88,9,5,Books
CUST1385,334.4,4,3,Beauty
CUST1386,859.89,5,4,Electronics
CUST1387,1701.35,8,5,Beauty
CUST1388,6379.91,8,5,Beauty
CUST1389,7812.34,5,2,Beauty
CUST1390,5565.46,3,2,Home & Kitchen
CUST1391,1185.39,9,1,Beauty
CUST1392,2154.16,2,3,Clothing
CUST1393,4763.28,8,4,Books
CUST1394,2750.52,7,5,Home & Kitchen
CUST1395,2456.19,6,5,Beauty
CUST1396,2485.49,9,1,Books
CUST1397,7312.15,3,5,Electronics
CUST1398,5111.2,6,3,Electronics
CUST1399,2596.27,7,1,Books
CUST1400,4248.3,7,3,Clothing
CUST1401,1034.13,5,1,Books
CUST1402,2157.63,5,5,Books
CUST1403,6841.71,1,1,Home & Kitchen
CUST1404,713.11,7,2,Electronics
CUST1405,5155.65,4,4,Electronics
CUST1406,329.66,7,5,Beauty
CUST1407,9912.34,5,4,Books
CUST1408,2115.03,5,5,Books
CUST1409,4473.75,3,4,Clothing
CUST1410,3637.05,5,2,Electronics
CUST1411,3736.67,5,4,Clothing
CUST1412,4192.91,4,1,Home & Kitchen
CUST1413,580.5,3,4,Beauty
CUST1414,3794.26,3,5,Clothing
CUST1415,2880.5,5,3,Electronics
CUST1416,2124.88,10,4,Home & Kitchen
CUST1417,1700.55,2,4,Books
CUST1418,3865.0,5,4,Home & Kitchen
CUST1419,1391.59,3,5,Clothing
CUST1420,6759.25,4,4,Electronics
CUST1421,4708.53,6,5,Clothing
CUST1422,4039.06,3,5,Books
CUST1423,6568.87,4,3,Books
CUST1424,481.49,4,1,Electronics
CUST1425,1000.81,5,5,Beauty
CUST1426,4856.53,8,2,Home & Kitchen
CUST1427,1788.67,5,4,Home & Kitchen
CUST1428,1990.58,6,2,Books
CUST1429,860.78,3,4,Clothing
CUST1430,1395.2,4,3,Clothing
CUST1431,6861.05,5,5,Beauty
CUST1432,4776.2,6,1,Clothing
CUST1433,3833.72,7,5,Home & Kitchen
CUST1434,2057.0,5,4,Clothing
CUST1435,3658.39,2,1,Beauty
CUST1436,7268.4,6,5,Home & Kitchen
CUST1437,1827.43,4,1,Clothing
CUST1438,3243.81,2,4,Home & Kitchen
CUST1439,10314.61,4,3,Books
CUST1440,5515.02,2,3,Books
CUST1441,2081.75,3,5,Books
CUST1442,5210.4,4,2,Clothing
CUST1443,700.63,7,4,Beauty
CUST1444,3144.82,5,5,Home & Kitchen
CUST1445,5206.44,5,5,Electronics
CUST1446,4414.52,7,3,Books
CUST1447,5171.46,9,1,Books
CUST1448,5983.4,7,4,Electronics
CUST1449,4665.05,6,1,Electronics
CUST1450,4570.2,6,4,Clothing
CUST1451,3898.85,9,2,Home & Kitchen
CUST1452,1248.69,2,3,Books
CUST1453,6859.0,3,2,Beauty
CUST1454,3232.24,9,5,Clothing
CUST1455,5420.75,3,3,Clothing
CUST1456,6390.29,8,5,Beauty
CUST1457,2170.56,5,2,Beauty
CUST1458,2332.62,4,4,Beauty
CUST1459,2597.08,9,5,Electronics
CUST1460,7740.58,2,1,Books
CUST1461,1515.93,5,4,Electronics
CUST1462,8639.08,10,4,Books
CUST1463,3867.03,5,2,Electronics
CUST1464,4071.49,4,2,Home & Kitchen
CUST1465,6198.38,7,3,Books
CUST1466,3550.34,3,3,Clothing
CUST1467,6910.63,6,1,Books
CUST1468,2168.15,3,4,Books
CUST1469,8457.04,3,1,Books
CUST1470,2310.29,4,1,Home & Kitchen
CUST1471,8670.32,1,2,Electronics
CUST1472,2361.86,2,1,Clothing
CUST1473,2657.42,4,1,Electronics
CUST1474,1354.76,5,5,Electronics
CUST1475,1717.93,8,3,Beauty
CUST1476,3244.58,7,3,Home & Kitchen
CUST1477,3975.38,7,4,Beauty
CUST1478,6575.49,2,3,Home & Kitchen
CUST1479,2810.78,6,4,Electronics
CUST1480,4421.41,8,5,Electronics
CUST1481,3781.85,6,3,Home & Kitchen
CUST1482,4773.36,4,5,Electronics
CUST1483,1942.95,4,3,Electronics
CUST1484,2141.69,4,3,Clothing
CUST1485,1943.59,1,5,Beauty
CUST1486,7442.32,6,1,Beauty
CUST1487,8510.74,8,1,Beauty
CUST1488,2066.17,7,1,Books
CUST1489,2101.14,7,1,Clothing
CUST1490,5249.17,6,3,Beauty
CUST1491,9138.13,6,2,Beauty
CUST1492,10452.72,4,5,Clothing
CUST1493,1988.26,3,2,Electronics
CUST1494,2429.16,6,2,Beauty
CUST1495,4127.25,3,4,Electronics
CUST1496,4273.62,10,1,Beauty
CUST1497,2897.01,5,3,Home & Kitchen
CUST1498,1667.8,6,1,Books
CUST1499,3248.53,6,1,Beauty
CUST1500,10445.42,4,2,Home & Kitchen
CUST1501,2167.52,6,4,Clothing
CUST1502,3945.18,5,1,Home & Kitchen
CUST1503,15040.58,3,5,Clothing
CUST1504,2141.93,2,5,Beauty
CUST1505,5422.15,3,1,Clothing
CUST1506,10736.42,2,2,Home & Kitchen
CUST1507,5102.8,8,2,Books
CUST1508,7093.67,7,3,Electronics
CUST1509,5932.3,4,4,Electronics
CUST1510,4822.15,3,2,Books
CUST1511,8327.13,3,3,Electronics
CUST1512,5304.51,6,5,Beauty
CUST1513,2920.19,5,5,Beauty
CUST1514,3726.68,1,5,Home & Kitchen
CUST1515,4378.73,8,1,Home & Kitchen
CUST1516,2417.39,9,4,Clothing
CUST1517,3851.5,4,3,Home & Kitchen
CUST1518,3454.68,7,4,Beauty
CUST1519,5293.16,3,1,Home & Kitchen
CUST1520,12619.46,7,3,Electronics
CUST1521,4019.59,5,3,Clothing
CUST1522,9290.43,6,2,Clothing
CUST1523,5162.16,8,4,Beauty
CUST1524,3838.74,2,4,Home & Kitchen
CUST1525,2308.41,4,2,Electronics
CUST1526,3860.01,9,5,Home & Kitchen
CUST1527,3688.58,4,1,Books
CUST1528,1832.72,4,4,Home & Kitchen
CUST1529,2088.45,3,2,Beauty
CUST1530,4405.23,4,3,Home & Kitchen
CUST1531,9229.56,4,2,Clothing
CUST1532,3166.43,6,5,Electronics
CUST1533,818.2,7,1,Beauty
CUST1534,1330.69,3,5,Books
CUST1535,5517.21,6,3,Electronics
CUST1536,999.97,8,3,Electronics
CUST1537,6131.57,7,3,Clothing
CUST1538,5309.76,3,3,Clothing
CUST1539,3083.76,4,2,Clothing
CUST1540,1846.99,6,3,Beauty
CUST1541,2748.46,8,3,Home & Kitchen
CUST1542,4327.47,3,2,Electronics
CUST1543,1033.63,4,3,Home & Kitchen
CUST1544,8623.43,3,5,Home & Kitchen
CUST1545,4298.86,8,5,Clothing
CUST1546,4657.21,1,4,Home & Kitchen
CUST1547,5283.47,3,5,Electronics
CUST1548,8077.69,7,1,Electronics
CUST1549,3866.93,5,1,Books
CUST1550,5519.55,9,1,Beauty
CUST1551,1874.14,5,2,Home & Kitchen
CUST1552,10480.75,4,5,Beauty
CUST1553,3675.16,5,1,Beauty
CUST1554,1865.96,7,4,Beauty
CUST1555,2308.92,3,2,Beauty
CUST1556,447.71,6,4,Electronics
CUST1557,2296.56,7,5,Home & Kitchen
CUST1558,174.6,4,3,Books
CUST1559,5801.76,4,4,Beauty
CUST1560,4556.95,4,3,Books
CUST1561,1408.09,3,2,Electronics
CUST1562,3211.65,4,4,Electronics
CUST1563,3324.04,2,4,Clothing
CUST1564,1147.81,7,2,Beauty
CUST1565,2794.74,6,2,Clothing
CUST1566,3403.24,7,1,Books
CUST1567,2734.99,5,5,Home & Kitchen
CUST1568,1864.33,4,4,Clothing
CUST1569,1358.33,5,4,Electronics
CUST1570,2658.94,4,2,Beauty
CUST1571,2065.36,7,2,Books
CUST1572,5041.07,5,5,Electronics
CUST1573,8409.14,6,2,Home & Kitchen
CUST1574,6336.05,5,3,Beauty
CUST1575,3489.68,2,3,Home & Kitchen
CUST1576,1926.43,4,3,Home & Kitchen
CUST1577,6220.12,4,3,Beauty
CUST1578,5257.01,6,5,Beauty
CUST1579,8023.03,11,4,Home & Kitchen
CUST1580,3870.01,6,3,Books
CUST1581,10124.79,8,2,Beauty
CUST1582,3870.89,5,3,Electronics
CUST1583,1918.42,3,5,Clothing
CUST1584,2233.54,5,2,Books
CUST1585,4873.73,1,3,Beauty
CUST1586,2060.63,8,4,Beauty
CUST1587,10079.25,6,2,Books
CUST1588,4591.6,4,2,Clothing
CUST1589,3432.42,7,4,Home & Kitchen
CUST1590,3652.96,1,2,Electronics
CUST1591,2711.97,7,3,Beauty
CUST1592,614.63,3,2,Clothing
CUST1593,2234.92,9,3,Electronics
CUST1594,9272.71,4,4,Books
CUST1595,3947.1,2,1,Beauty
CUST1596,6833.75,4,4,Home & Kitchen
CUST1597,6966.19,6,3,Books
CUST1598,3234.89,2,5,Beauty
CUST1599,5317.23,1,4,Clothing
CUST1600,695.01,7,5,Electronics
CUST1601,8783.9,7,5,Electronics
CUST1602,8317.3,6,3,Beauty
CUST1603,4778.54,8,3,Books
CUST1604,4052.71,7,1,Home & Kitchen
CUST1605,3267.79,5,2,Clothing
CUST1606,7370.71,6,4,Beauty
CUST1607,5749.23,6,3,Clothing
CUST1608,2482.36,7,4,Electronics
CUST1609,1197.59,6,5,Home & Kitchen
CUST1610,983.43,3,2,Clothing
CUST1611,7318.67,3,1,Beauty
CUST1612,3213.65,1,4,Home & Kitchen
CUST1613,4722.99,5,2,Books
CUST1614,3535.65,3,1,Beauty
CUST1615,996.87,9,4,Clothing
CUST1616,713.15,8,2,Home & Kitchen
CUST1617,2345.63,4,3,Beauty
CUST1618,2511.72,2,4,Home & Kitchen
CUST1619,2510.43,3,2,Home & Kitchen
CUST1620,2569.93,2,1,Home & Kitchen
CUST1621,12084.65,4,2,Clothing
CUST1622,6763.92,4,3,Beauty
CUST1623,3988.68,5,4,Electronics
CUST1624,3151.86,8,4,Electronics
CUST1625,3238.15,6,4,Clothing
CUST1626,5605.41,3,3,Clothing
CUST1627,3129.24,5,1,Home & Kitchen
CUST1628,6303.2,6,4,Beauty
CUST1629,4310.39,3,1,Beauty
CUST1630,12155.63,8,2,Books
CUST1631,2985.75,8,1,Books
CUST1632,7091.45,5,1,Electronics
CUST1633,1304.72,4,4,Books
CUST1634,1968.24,2,5,Books
CUST1635,11120.02,6,5,Electronics
CUST1636,6122.31,5,3,Electronics
CUST1637,4783.97,6,3,Books
CUST1638,14186.44,7,5,Beauty
CUST1639,3186.76,3,2,Books
CUST1640,7080.11,9,4,Home & Kitchen
CUST1641,7433.56,2,4,Home & Kitchen
CUST1642,9579.63,0,2,Home & Kitchen
CUST1643,1163.12,6,2,Clothing
CUST1644,3170.46,4,5,Home & Kitchen
CUST1645,4256.29,6,3,Beauty
CUST1646,9477.07,4,2,Clothing
CUST1647,4646.84,5,3,Clothing
CUST1648,7444.32,2,1,Home & Kitchen
CUST1649,1062.19,5,4,Books
CUST1650,2622.55,4,5,Electronics
CUST1651,8296.5,3,4,Books
CUST1652,2906.14,5,5,Books
CUST1653,3373.72,3,1,Clothing
CUST1654,9377.9,3,4,Clothing
CUST1655,1589.86,4,1,Clothing
CUST1656,1940.75,8,5,Beauty
CUST1657,951.28,5,2,Beauty
CUST1658,9624.5,4,4,Electronics
CUST1659,6679.57,4,1,Clothing
CUST1660,6565.11,4,4,Home & Kitchen
CUST1661,2563.0,4,4,Clothing
CUST1662,878.8,7,4,Beauty
CUST1663,634.23,8,3,Clothing
CUST1664,8337.18,7,1,Beauty
CUST1665,5011.62,3,1,Clothing
CUST1666,5701.94,6,4,Home & Kitchen
CUST1667,4113.35,6,2,Electronics
CUST1668,1740.99,4,4,Home & Kitchen
CUST1669,2659.88,6,3,Beauty
CUST1670,1376.91,9,5,Books
CUST1671,1218.7,6,3,Home & Kitchen
CUST1672,6311.05,4,2,Clothing
CUST1673,700.38,6,4,Electronics
CUST1674,1385.67,7,1,Clothing
CUST1675,2786.32,4,4,Clothing
CUST1676,3612.88,3,2,Home & Kitchen
CUST1677,939.09,4,1,Electronics
CUST1678,4604.88,5,3,Books
CUST1679,3945.55,3,5,Clothing
CUST1680,8241.77,5,5,Electronics
CUST1681,3659.18,3,4,Books
CUST1682,4942.11,5,3,Clothing
CUST1683,1829.48,5,2,Electronics
CUST1684,1897.97,5,5,Home & Kitchen
